ID,Manzana,Lote,Superficie,Estado,Cuota,Total,Descuento,Contado,Entrega ,
"001-RESIDENCIAL ALTO PARAISO
",,,,,,,,,,
16-5-11,5,11,,Vendido,,0,0.5,0,,16
16-5-12,5,12,,Vendido,,0,0.5,0,,16
16-6-1,6,1,,Plaza,,0,,,,
16-7-1,7,1,,Vendido,,0,0.5,0,,16
16-7-2,7,2,,Cancelado,,0,0.5,0,,16
16-7-3,7,3,,Vendido,,0,0.5,0,,16
16-7-4,7,4,,Vendido,,0,0.5,0,,16
16-7-5,7,5,,Vendido,,0,0.5,0,,16
16-7-6,7,6,,Vendido,,0,0.5,0,,16
16-7-7,7,7,,Vendido,,0,0.5,0,,16
16-7-8,7,8,,Vendido,,0,0.5,0,,16
16-7-9,7,9,,Vendido,,0,0.5,0,,16
16-7-10,7,10,,Vendido,,0,0.5,0,,16
16-7-11,7,11,,Vendido,,0,0.5,0,,16
16-7-12,7,12,,Vendido,,0,0.5,0,,16
16-8-1,8,1,,Vendido,,0,0.5,0,,16
16-8-2,8,2,,Vendido,,0,0.5,0,,16
16-8-3,8,3,,Vendido,,0,0.5,0,,16
16-8-4,8,4,,Vendido,,0,0.5,0,,16
16-8-5,8,5,,Vendido,,0,0.5,0,,16
16-8-6,8,6,,Libre,650000,84500000,0.5,42250000,,16
16-8-7,8,7,,Vendido,,0,0.5,0,,16
16-8-8,8,8,,Vendido,,0,0.5,0,,16
16-8-9,8,9,,Vendido,,0,0.5,0,,16
16-8-10,8,10,,Vendido,,0,0.5,0,,16
16-8-11,8,11,,Vendido,,0,0.5,0,,16
16-8-12,8,12,,Vendido,,0,0.5,0,,16
16-9-1,9,1,,Libre,700000,91000000,0.5,45500000,,16
16-9-2,9,2,,Vendido,,0,0.5,0,,16
16-9-3,9,3,,Vendido,,0,0.5,0,,16
16-9-4,9,4,,Vendido,,0,0.5,0,,16
16-9-5,9,5,,Vendido,,0,0.5,0,,16
16-9-6,9,6,,Vendido,,0,0.5,0,,16
16-9-7,9,7,,Vendido,,0,0.5,0,,16
16-9-8,9,8,,Libre,680000,88400000,0.5,44200000,,16
16-9-9,9,9,,Vendido,,0,0.5,0,,16
16-9-10,9,10,,Vendido,,0,0.5,0,,16
16-9-11,9,11,,Vendido,,0,0.5,0,,16
16-9-12,9,12,,Vendido,,0,0.5,0,,16
16-10-1,10,1,,Vendido,,0,0.5,0,,16
16-10-2,10,2,,Cancelado,,0,0.5,0,,16
16-10-3,10,3,,Vendido,,0,0.5,0,,16
16-10-4,10,4,,Vendido,,0,0.5,0,,16
16-10-5,10,5,,Cancelado,,0,0.5,0,,16
16-10-6,10,6,,Cancelado,,0,0.5,0,,16
16-10-7,10,7,,Cancelado,,0,0.5,0,,16
16-10-8,10,8,,Vendido,,0,0.5,0,,16
16-10-9,10,9,,Vendido,,0,0.5,0,,16
16-10-10,10,10,,Libre,680000,88400000,0.5,44200000,,16
16-10-11,10,11,,Vendido,,0,0.5,0,,16
16-10-12,10,12,,Vendido,,0,0.5,0,,16
16-11-1,11,1,,Vendido,,0,0.5,0,,16
16-11-2,11,2,,Vendido,,0,0.5,0,,16
16-11-3,11,3,,Vendido,,0,0.5,0,,16
16-11-4,11,4,,Vendido,,0,0.5,0,,16
16-11-5,11,5,,Vendido,,0,0.5,0,,16
16-11-6,11,6,,Vendido,,0,0.5,0,,16
16-11-7,11,7,,Vendido,,0,0.5,0,,16
16-11-8,11,8,,Vendido,,0,0.5,0,,16
"017-RESIDENCIAL CUATRO BOCAS
",,,,,,,,,,
17-1-1,1,1,,Vendido,,0,,,,17
17-1-2,1,2,,Vendido,,0,,,,17
17-1-3,1,3,,Vendido,,0,,,,17
17-1-4,1,4,,Vendido,,0,,,,17
17-1-5,1,5,,Vendido,,0,,,,17
17-1-6,1,6,,Vendido,,0,,,,17
17-1-7,1,7,,Vendido,,0,,,,17
17-1-8,1,8,,Vendido,,0,,,,17
17-1-9,1,9,,Vendido,,0,,,,17
17-1-10,1,10,,Vendido,,0,,,,17
17-1-11,1,11,,Vendido,,0,,,,17
17-1-12,1,12,,Vendido,,0,,,,17
17-2-1,2,1,,Vendido,,0,,,,17
17-2-2,2,2,,Vendido,,0,,,,17
17-2-3,2,3,,Vendido,,0,,,,17
17-2-4,2,4,,Vendido,,0,,,,17
17-2-5,2,5,,Vendido,,0,,,,17
17-2-6,2,6,,Vendido,,0,,,,17
17-2-7,2,7,,Vendido,,0,,,,17
17-2-8,2,8,,Vendido,,0,,,,17
17-2-9,2,9,,Vendido,,0,,,,17
17-2-10,2,10,,Vendido,,0,,,,17
17-3-1,3,1,,Vendido,,0,,,,17
17-3-2,3,2,,Vendido,,0,,,,17
17-3-3,3,3,,Vendido,,0,,,,17
17-3-4,3,4,,Libre,650000,84500000,,,,17
17-3-5,3,5,,Libre,650000,84500000,,,,17
17-3-6,3,6,,Libre,650000,84500000,,,,17
17-3-7,3,7,,Libre,650000,84500000,,,,17
17-3-8,3,8,,Libre,650000,84500000,,,,17
17-3-9,3,9,,Libre,650000,84500000,,,,17
17-3-10,3,10,,Vendido,,0,,,,17
17-4-1,4,1,,Vendido,,0,,,,17
17-4-2,4,2,,Vendido,,0,,,,17
17-4-3,4,3,,Libre,600000,78000000,,,,17
17-4-4,4,4,,Libre,600000,78000000,,,,17
17-4-5,4,5,,Libre,600000,78000000,,,,17
17-4-6,4,6,,Libre,600000,78000000,,,,17
17-4-7,4,7,,Vendido,,0,,,,17
17-4-8,4,8,,Vendido,,0,,,,17
17-4-9,4,9,,Vendido,,0,,,,17
17-4-10,4,10,,Vendido,,0,,,,17
17-4-11,4,11,,Vendido,,0,,,,17
17-5-1,5,1,,Vendido,,0,,,,17
17-5-2,5,2,,Vendido,,0,,,,17
17-5-3,5,3,,Vendido,,0,,,,17
17-5-4,5,4,,Vendido,,0,,,,17
17-5-5,5,5,,Vendido,,0,,,,17
17-5-6,5,6,,Vendido,,0,,,,17
17-5-7,5,7,,Vendido,,0,,,,17
17-5-8,5,8,,Vendido,,0,,,,17
17-5-9,5,9,,Vendido,,0,,,,17
17-5-10,5,10,,Vendido,,0,,,,17
17-5-11,5,11,,Vendido,,0,,,,17
17-6-1,6,1,,Vendido,,0,,,,17
17-6-2,6,2,,Vendido,,0,,,,17
17-6-3,6,3,,Cancelado,,0,,,,17
17-6-4,6,4,,Vendido,,0,,,,17
17-6-5,6,5,,Vendido,,0,,,,17
17-6-6,6,6,,Vendido,,0,,,,17
17-6-7,6,7,,Vendido,,0,,,,17
17-6-8,6,8,,Vendido,,0,,,,17
17-6-9,6,9,,Vendido,,0,,,,17
17-6-10,6,10,,Vendido,,0,,,,17
17-6-11,6,11,,Vendido,,0,,,,17
17-7-1,7,1,,Vendido,,0,,,,17
17-7-2,7,2,,Vendido,,0,,,,17
17-7-3,7,3,,Vendido,,0,,,,17
17-7-4,7,4,,Vendido,,0,,,,17
17-7-5,7,5,,Vendido,,0,,,,17
17-7-6,7,6,,Vendido,,0,,,,17
17-7-7,7,7,,Vendido,,0,,,,17
17-7-8,7,8,,Vendido,,0,,,,17
17-7-9,7,9,,Vendido,,0,,,,17
17-7-10,7,10,,Vendido,,0,,,,17
17-7-11,7,11,,Vendido,,0,,,,17
17-8-1,8,1,,Vendido,,0,,,,17
17-8-2,8,2,,Libre,500000,65000000,,,,17
17-8-3,8,3,,Libre,500000,65000000,,,,17
17-8-4,8,4,,Vendido,,0,,,,17
17-8-5,8,5,,Libre,550000,71500000,,,,17
17-8-6,8,6,,Vendido,,0,,,,17
17-8-7,8,7,,Vendido,,0,,,,17
17-8-8,8,8,,Vendido,,0,,,,17
17-8-9,8,9,,Vendido,,0,,,,17
17-8-10,8,10,,Vendido,,0,,,,17
17-9-1,9,1,,Libre,800000,104000000,,,,17
17-9-2,9,2,,Vendido,,0,,,,17
17-9-3,9,3,,Vendido,,0,,,,17
17-9-4,9,4,,Vendido,,0,,,,17
17-9-5,9,5,,Libre,550000,71500000,,,,17
17-9-6,9,6,,Libre,550000,71500000,,,,17
17-9-7,9,7,,Vendido,,0,,,,17
17-9-8,9,8,,Vendido,,0,,,,17
17-9-9,9,9,,Vendido,,0,,,,17
17-9-10,9,10,,Vendido,,0,,,,17
17-10-1,10,1,,Vendido,,0,,,,17
17-10-2,10,2,,Vendido,,0,,,,17
17-10-3,10,3,,Libre,650000,84500000,,,,17
17-10-4,10,4,,Libre,650000,84500000,,,,17
17-10-5,10,5,,Libre,650000,84500000,,,,17
17-10-6,10,6,,Libre,650000,84500000,,,,17
17-10-7,10,7,,Libre,650000,84500000,,,,17
17-10-8,10,8,,Libre,650000,84500000,,,,17
17-10-9,10,9,,Libre,650000,84500000,,,,17
17-10-10,10,10,,Libre,650000,84500000,,,,17
17-10-11,10,11,,Libre,650000,84500000,,,,17
17-10-12,10,12,,Vendido,,0,,,,17
17-10-13,10,13,,Vendido,,0,,,,17
17-E-12,,,,Plaza,,0,,,,
17-F-12,,,,Plaza,,0,,,,
"018-RESIDENCIAL SALADO I
",,,,,,,,,,
18-1-1,1,1,360.58,Vendido,,0,0.5,0,,18
18-1-2,1,2,368.61,Vendido,,0,0.5,0,,18
18-1-3,1,3,377.22,Vendido,,0,0.5,0,,18
"019-RESIDENCIAL SALADO II
",,,,,,,,,,
19-1-1,1,1,374.86,Vendido,,0,0.5,0,,19
19-1-2,1,2,373.46,Vendido,,0,0.5,0,,19
19-1-3,1,3,366.43,Vendido,,0,0.5,0,,19
19-1-4,1,4,,Vendido,,0,0.5,0,,19
19-1-5,1,5,426.86,Vendido,,0,0.5,0,,19
19-1-6,1,6,497.2,Vendido,,0,0.5,0,,19
19-1-7,1,7,381.1,Vendido,,0,0.5,0,,19
19-1-8,1,8,361.64,Vendido,,0,0.5,0,,19
19-1-9,1,9,369.64,Vendido,,0,0.5,0,,19
19-1-10,1,10,372.43,Vendido,,0,0.5,0,,19
"020-ECO BARRIO NACIENTES DE YTU
",,,,,,,,,,
20-1-1,1,1,,Vendido,,0,0.5,0,,20
20-1-2,1,2,,Vendido,,0,0.5,0,,20
20-1-3,1,3,,Libre,480000,62400000,0.5,31200000,,20
20-1-4,1,4,,Vendido,480000,62400000,0.5,31200000,,20
20-1-5,1,5,,Vendido,,0,0.5,0,,20
20-1-6,1,6,,Vendido,,0,0.5,0,,20
20-1-7,1,7,,Vendido,,0,0.5,0,,20
20-1-8,1,8,,Anulado,480000,62400000,0.5,31200000,,20
20-1-9,1,9,360.78,Anulado,480000,62400000,0.5,31200000,,20
20-1-10,1,10,,Vendido,,0,0.5,0,,20
20-1-11,1,11,,Vendido,,0,0.5,0,,20
20-1-12,1,12,,Vendido,,0,0.5,0,,20
20-1-13,1,13,,Vendido,,0,0.5,0,,20
20-1-14,1,14,,Vendido,,0,0.5,0,,20
20-1-15,1,15,,Vendido,,0,0.5,0,,20
20-1-16,1,16,,Vendido,,0,0.5,0,,20
20-1-17,1,17,,Reserva de propietario,,0,0.5,0,,20
20-1-18,1,18,,Reserva de propietario,,0,0.5,0,,20
20-1-19,1,19,,Reserva de propietario,,0,0.5,0,,20
20-1-20,1,20,,Reserva de propietario,,0,0.5,0,,20
20-1-21,1,21,,Anulado,460000,59800000,0.5,29900000,,20
20-1-22,1,22,,Vendido,450000,58500000,0.5,29250000,,20
20-1-23,1,23,,Vendido,,0,0.5,0,,20
20-1-24,1,24,,Vendido,,0,0.5,0,,20
20-1-25,1,25,,Anulado,430000,55900000,0.5,27950000,,20
20-1-26,1,26,,Libre,430000,55900000,0.5,27950000,,20
20-1-27,1,27,,Libre,450000,58500000,0.5,29250000,,20
20-1-28,1,28,,Libre,450000,58500000,0.5,29250000,,20
20-1-29,1,29,,Libre,450000,58500000,0.5,29250000,,20
20-1-30,1,30,,Vendido,,0,0.5,0,,20
20-1-31,1,31,,Vendido,,0,0.5,0,,20
20-1-32,1,32,,Vendido,,0,0.5,0,,20
20-1-33,1,33,,Vendido,,0,0.5,0,,20
20-1-34,1,34,,Vendido,,0,0.5,0,,20
20-1-35,1,35,,Vendido,,0,0.5,0,,20
20-1-36,1,36,,Vendido,,0,0.5,0,,20
"022-RESIDENCIAL PANAMBI
",,,,,,,,,,
22-1-1,1,1,,Cancelado,,0,0.5,0,,22
22-1-2,1,2,,Vendido,800000,104000000,0.5,52000000,,22
22-1-3,1,3,,Vendido,,0,0.5,0,,22
22-1-4,1,4,,Vendido,,0,0.5,0,,22
22-1-5,1,5,,Vendido,,0,0.5,0,,22
22-1-6,1,6,,Vendido,,0,0.5,0,,22
22-1-7,1,7,,Vendido,,0,0.5,0,,22
22-1-8,1,8,,Vendido,,0,0.5,0,,22
22-1-9,1,9,,Vendido,,0,0.5,0,,22
22-1-10,1,10,,Vendido,,0,0.5,0,,22
22-1-11,1,11,,Vendido,,0,0.5,0,,22
22-1-12,1,12,,Vendido,650000,84500000,0.5,42250000,,22
22-1-13,1,13,,Anulado,650000,84500000,0.5,42250000,,22
22-1-14,1,14,,Vendido,,0,0.5,0,,22
22-1-15,1,15,,Vendido,630000,81900000,0.5,40950000,,22
22-1-16,1,16,,Vendido,,0,0.5,0,,22
22-1-17,1,17,,Vendido,,0,0.5,0,,22
"023-ECO BARRIO CERRO VISTA
",,,,,,,,,,
23-1-1,1,1,362.01,Vendido,,0,0.3,,,23
23-1-2,1,2,362.87,Libre,330000,42900000,0.3,30029999.999999996,,23
23-1-3,1,3,36.63,Vendido,,0,0.3,0,,23
23-1-4,1,4,360.32,Libre,300000,39000000,0.3,27300000,,23
23-1-5,1,5,361.52,Libre,300000,39000000,0.3,27300000,,23
23-1-6,1,6,362.7,Libre,300000,39000000,0.3,27300000,,23
23-1-7,1,7,360.76,Vendido,,0,0.3,0,,23
23-1-8,1,8,471.78,Libre,300000,39000000,0.3,27300000,,23
23-1-9,1,9,400.88,Libre,380000,49400000,0.3,34580000,,23
23-1-10,1,10,492.45,Vendido,,0,0.3,0,,23
23-1-11,1,11,503.81,Vendido,,0,0.3,0,,23
23-1-12,1,12,479.38,Libre,350000,45500000,0.3,31849999.999999996,,23
23-1-13,1,13,472.99,Vendido,,0,0.3,0,,23
23-1-14,1,14,404.78,Vendido,,0,0.3,0,,23
23-1-15,1,15,419.76,Libre,330000,42900000,0.3,30029999.999999996,,23
23-1-16,1,16,393.75,Libre,330000,42900000,0.3,30029999.999999996,,23
23-2-1,2,1,427.55,Vendido,330000,42900000,0.3,30029999.999999996,,23
23-2-2,2,2,448.93,Vendido,,0,0.3,0,,23
23-2-3,2,3,360.91,Vendido,,0,0.3,0,,23
23-2-4,2,4,360.91,Vendido,,0,0.3,0,,23
23-2-5,2,5,360.91,Vendido,,0,0.3,0,,23
23-2-6,2,6,360.91,Vendido,,0,0.3,0,,23
23-2-7,2,7,360.91,Vendido,,0,0.3,0,,23
23-2-8,2,8,360.91,Vendido,,0,0.3,0,,23
23-2-9,2,9,360.91,Vendido,,0,0.3,0,,23
23-2-10,2,10,360.91,Vendido,,0,0.3,0,,23
23-2-11,2,11,360.34,Libre,350000,45500000,0.3,31849999.999999996,,23
23-2-12,2,12,360.34,Vendido,,0,0.3,0,,23
23-2-13,2,13,360.34,Vendido,,0,0.3,0,,23
23-2-14,2,14,360.34,Vendido,,0,0.299999999999999,0,,23
23-2-15,2,15,360.91,Vendido,,0,0.299999999999999,0,,23
23-2-16,2,16,360.91,Vendido,,0,0.299999999999999,0,,23
23-2-17,2,17,360.91,Vendido,,0,0.299999999999999,0,,23
23-2-18,2,18,360.91,Vendido,,0,0.299999999999999,0,,23
23-2-19,2,19,360.91,Libre,320000,41600000,0.3,29120000,,23
23-2-20,2,20,360.91,Vendido,,0,0.299999999999999,0,,23
23-2-21,2,21,360.91,Libre,300000,39000000,0.3,27300000,,23
23-2-22,2,22,360.91,Libre,300000,39000000,0.3,27300000,,23
23-3-1,3,1,464.17,Libre,400000,52000000,0.299999999999999,36400000,,23
23-3-2,3,2,463.26,Libre,350000,45500000,0.299999999999999,31849999.999999996,,23
23-3-3,3,3,360.91,Libre,320000,41600000,0.299999999999999,29120000,,23
23-3-4,3,4,360.91,Libre,320000,41600000,0.3,29120000,,23
23-3-5,3,5,360.91,Libre,320000,41600000,0.3,29120000,,23
23-3-6,3,6,360.91,Libre,320000,41600000,0.3,29120000,,23
23-3-7,3,7,360.91,Libre,320000,41600000,0.3,29120000,,23
23-3-8,3,8,360.91,Libre,320000,41600000,0.3,29120000,,23
23-3-9,3,9,360.91,Libre,320000,41600000,0.3,29120000,,23
23-3-10,3,10,360.91,Libre,320000,41600000,0.3,29120000,,23
23-3-11,3,11,360.91,Libre,320000,41600000,0.3,29120000,,23
23-3-12,3,12,360.91,Libre,320000,41600000,0.3,29120000,,23
23-3-13,3,13,360.91,Libre,320000,41600000,0.3,29120000,,23
23-3-14,3,14,360.34,Libre,410000,53300000,0.3,37310000,,23
23-3-15,3,15,360.34,Libre,330000,42900000,0.3,30029999.999999996,,23
23-3-16,3,16,360.34,Vendido,,0,0.299999999999999,0,,23
23-3-17,3,17,360.34,Vendido,,0,0.299999999999999,0,,23
23-3-18,3,18,360.91,Libre,370000,48100000,0.3,33670000,,23
23-3-19,3,19,360.91,Libre,370000,48100000,0.3,33670000,,23
23-3-20,3,20,360.91,Libre,370000,48100000,0.3,33670000,,23
23-3-21,3,21,360.91,Vendido,,0,0.299999999999999,0,,23
23-3-22,3,22,360.91,Libre,370000,48100000,0.3,33670000,,23
23-3-23,3,23,360.91,Libre,370000,48100000,0.3,33670000,,23
23-3-24,3,24,360.91,Libre,370000,48100000,0.3,33670000,,23
23-3-25,3,25,360.91,Libre,450000,58500000,0.3,40950000,,23
23-3-26,3,26,360.91,Libre,370000,48100000,0.3,33670000,,23
23-3-27,3,27,360.91,Libre,370000,48100000,0.3,33670000,,23
23-3-28,3,28,360.91,Vendido,,0,0.299999999999999,0,,23
23-4-1,4,1,466.66,Vendido,,0,0.299999999999999,0,,23
23-4-2,4,2,465.83,Libre,400000,52000000,0.3,36400000,,23
23-4-3,4,3,360.91,Libre,370000,48100000,0.3,33670000,,23
23-4-4,4,4,360.91,Libre,370000,48100000,0.3,33670000,,23
23-4-5,4,5,360.91,Libre,370000,48100000,0.3,33670000,,23
23-4-6,4,6,360.91,Libre,370000,48100000,0.3,33670000,,23
23-4-7,4,7,360.91,Libre,370000,48100000,0.3,33670000,,23
23-4-8,4,8,360.91,Libre,370000,48100000,0.3,33670000,,23
23-4-9,4,9,360.91,Libre,370000,48100000,0.3,33670000,,23
23-4-10,4,10,360.91,Libre,370000,48100000,0.3,33670000,,23
23-4-11,4,11,360.91,Libre,370000,48100000,0.3,33670000,,23
23-4-12,4,12,360.91,Libre,370000,48100000,0.3,33670000,,23
23-4-13,4,13,360.91,Libre,370000,48100000,0.3,33670000,,23
23-4-14,4,14,360.34,Libre,380000,49400000,0.3,34580000,,23
23-4-15,4,15,360.34,Libre,350000,45500000,0.3,31849999.999999996,,23
23-4-16,4,16,360.34,Libre,350000,45500000,0.3,31849999.999999996,,23
23-4-17,4,17,360.34,Libre,360000,46800000,0.3,32759999.999999996,,23
23-4-18,4,18,360.91,Libre,340000,44200000,0.3,30939999.999999996,,23
23-4-19,4,19,360.91,Libre,340000,44200000,0.3,30939999.999999996,,23
23-4-20,4,20,360.91,Libre,340000,44200000,0.3,30939999.999999996,,23
23-4-21,4,21,360.91,Libre,340000,44200000,0.3,30939999.999999996,,23
23-4-22,4,22,360.91,Libre,340000,44200000,0.3,30939999.999999996,,23
23-4-23,4,23,360.91,Libre,340000,44200000,0.3,30939999.999999996,,23
23-4-24,4,24,360.91,Libre,340000,44200000,0.3,30939999.999999996,,23
23-4-25,4,25,360.91,Libre,340000,44200000,0.3,30939999.999999996,,23
23-4-26,4,26,360.91,Libre,340000,44200000,0.3,30939999.999999996,,23
23-4-27,4,27,360.91,Libre,340000,44200000,0.3,30939999.999999996,,23
23-4-28,4,28,360.91,Libre,340000,44200000,0.3,30939999.999999996,,23
23-5-1,5,1,360.13,Vendido,,0,0.299999999999999,0,,23
23-5-2,5,2,369.96,Vendido,,0,0.299999999999999,0,,23
23-5-3,5,3,360.42,Libre,330000,42900000,0.3,30029999.999999996,,23
23-5-4,5,4,360.42,Libre,330000,42900000,0.3,30029999.999999996,,23
23-5-5,5,5,360.24,Libre,330000,42900000,0.3,30029999.999999996,,23
23-5-6,5,6,360.52,Libre,330000,42900000,0.3,30029999.999999996,,23
23-5-7,5,7,360.23,Libre,330000,42900000,0.3,30029999.999999996,,23
23-5-8,5,8,360.13,Libre,330000,42900000,0.3,30029999.999999996,,23
23-5-9,5,9,360.35,Libre,350000,45500000,0.3,31849999.999999996,,23
23-5-10,5,10,394.36,Libre,340000,44200000,0.3,30939999.999999996,,23
23-P-1,,,,Plaza,,0,,0,,
23-P-2,,,,Plaza,,0,,0,,
23-P-3,,,,Plaza,,0,,0,,
"024-RESIDENCIAL EL PROGRESO
",,,,,,,,,,
24-1-1,1,1,402.24,Libre,350000,45500000,0.4,27300000,,24
24-1-2,1,2,369.22,Libre,380000,49400000,0.4,29640000,,24
24-1-3,1,3,363.52,Libre,430000,55900000,0.4,33540000,,24
24-1-4,1,4,363.52,Vendido,,0,0.4,0,,24
24-1-5,1,5,363.52,Vendido,,0,0.4,0,,24
24-1-6,1,6,363.52,Vendido,,0,0.4,0,,24
24-1-7,1,7,363.52,Cancelado,,0,0.4,0,,24
24-1-8,1,8,363.52,Vendido,,0,0.4,0,,24
24-1-9,1,9,363.52,Vendido,,0,0.4,0,,24
24-1-10,1,10,363.52,Vendido,,0,0.4,0,,24
24-1-11,1,11,363.52,Vendido,,0,0.4,0,,24
24-1-12,1,12,360.03,Vendido,,0,0.4,0,,24
24-1-13,1,13,360,Vendido,,0,0.4,0,,24
24-1-14,1,14,360.24,Vendido,,0,0.4,0,,24
24-1-15,1,15,562.43,Vendido,,0,0.4,0,,24
24-1-16,1,16,535.69,Vendido,,0,0.4,0,,24
24-1-17,1,17,501.67,Libre,370000,48100000,0.4,28860000,,24
24-1-18,1,18,451.64,Libre,400000,52000000,0.4,31200000,,24
24-1-19,1,19,401.61,Libre,350000,45500000,0.4,27300000,,24
24-1-20,1,20,365.49,Libre,400000,52000000,0.4,31200000,,24
24-2-1,2,1,454.4,Libre,430000,55900000,0.4,33540000,,24
24-2-2,2,2,377.53,Vendido,,0,0.4,0,,24
24-2-3,2,3,378.21,Vendido,,0,0.4,0,,24
24-2-4,2,4,378.89,Cancelado,,0,0.4,0,,24
24-2-5,2,5,379.57,Vendido,,0,0.4,0,,24
24-2-6,2,6,380.25,Vendido,,0,0.4,0,,24
24-2-7,2,7,380.93,Vendido,,0,0.4,0,,24
24-2-8,2,8,381.62,Vendido,,0,0.4,0,,24
24-2-9,2,9,382.3,Vendido,,0,0.4,0,,24
24-2-10,2,10,382.98,Vendido,,0,0.4,0,,24
24-2-11,2,11,383.66,Libre,450000,58500000,0.4,35100000,,24
24-2-12,2,12,384.34,Vendido,,0,0.4,0,,24
24-2-13,2,13,385.02,Libre,450000,58500000,0.4,35100000,,24
24-2-14,2,14,385.7,Vendido,,0,0.4,0,,24
24-2-15,2,15,386.38,Vendido,,0,0.4,0,,24
24-2-16,2,16,387.74,Libre,550000,71500000,0.4,42900000,,24
24-2-17,2,17,387.74,Vendido,,0,0.4,0,,24
24-2-18,2,18,388.42,Vendido,,0,0.4,0,,24
24-2-19,2,19,441.01,Libre,1945000,252850000,0.4,151710000,299800000,24
24-2-20,2,20,457.24,Libre,2335000,303550000,0.4,182130000,359400000,24
24-2-21,2,21,951.32,Libre,4280000,556400000,0.4,333840000,659200000,24
24-2-22,2,22,578.58,Libre,1560000,202800000,0.4,121680000,238400000,24
24-2-23,2,23,374.63,Libre,1560000,202800000,0.4,121680000,238400000,24
24-2-24,2,24,509.43,Libre,1560000,202800000,0.4,121680000,238400000,24
24-3-1,3,1,360.3,Vendido,,0,0.4,0,,24
24-3-2,3,2,361.95,Libre,520000,67600000,0.4,40560000,,24
24-3-3,3,3,361.95,Libre,480000,62400000,0.4,37440000,,24
24-3-4,3,4,361.95,Vendido,,0,0.4,0,,24
24-3-5,3,5,361.95,Libre,500000,65000000,0.4,39000000,,24
24-3-6,3,6,361.95,Libre,500000,65000000,0.4,39000000,,24
24-3-7,3,7,361.95,Vendido,,0,0.4,0,,24
24-3-8,3,8,361.95,Vendido,,0,0.4,0,,24
24-3-9,3,9,361.95,Vendido,,0,0.4,0,,24
24-3-10,3,10,421.81,Vendido,,0,0.4,0,,24
24-3-11,3,11,392.66,Vendido,,0,0.4,0,,24
24-3-12,3,12,368.45,Vendido,,0,0.4,0,,24
24-3-13,3,13,420.96,Vendido,,0,0.4,0,,24
24-3-14,3,14,378.64,Vendido,,0,0.4,0,,24
24-3-15,3,15,360.58,Vendido,,0,0.4,0,,24
24-3-16,3,16,360.91,Vendido,,0,0.4,0,,24
24-3-17,3,17,360.02,Vendido,,0,0.4,0,,24
24-3-18,3,18,360.72,Vendido,,0,0.4,0,,24
24-3-19,3,19,360.29,Libre,450000,58500000,0.4,35100000,,24
24-1-21,,,,Plaza,,0,,0,,
"025-ECO BARRIO ISLA VERDE
",,,,,,,,,,
25-1-1,1,1,,Vendido,,0,0.5,0,,25
25-1-2,1,2,,Vendido,,0,0.5,0,,25
25-1-3,1,3,,Vendido,,0,0.5,0,,25
25-1-4,1,4,,Vendido,,0,0.5,0,,25
25-1-5,1,5,,Vendido,,0,0.5,0,,25
25-1-6,1,6,,Vendido,,0,0.5,0,,25
25-1-7,1,7,,Vendido,,0,0.5,0,,25
25-1-8,1,8,,Vendido,,0,0.5,0,,25
25-1-9,1,9,,Vendido,,0,0.5,0,,25
25-1-10,1,10,,Vendido,,0,0.5,0,,25
25-1-11,1,11,,Vendido,,0,0.5,0,,25
25-1-12,1,12,,Vendido,,0,0.5,0,,25
25-1-13,1,13,,Vendido,,0,0.5,0,,25
25-1-14,1,14,,Vendido,,0,0.5,0,,25
25-1-15,1,15,,Libre,300000,39000000,0.5,19500000,,25
25-1-16,1,16,,Vendido,,0,0.5,0,,25
25-1-17,1,17,,Vendido,,0,0.5,0,,25
25-1-18,1,18,,Vendido,330000,42900000,0.5,21450000,,25
25-1-19,1,19,,Vendido,,0,0.5,0,,25
25-1-20,1,20,,Vendido,,0,0.5,0,,25
25-1-21,1,21,,Vendido,,0,0.5,0,,25
25-1-22,1,22,,Vendido,,0,0.5,0,,25
25-1-23,1,23,,Vendido,,0,0.5,0,,25
25-1-24,1,24,,Vendido,,0,0.5,0,,25
25-2-1,2,1,,Vendido,,0,0.5,0,,25
25-2-2,2,2,,Vendido,,0,0.5,0,,25
25-2-3,2,3,,Vendido,,0,0.5,0,,25
25-2-4,2,4,,Plaza,,0,0.5,0,,25
25-2-5,2,5,,Vendido,,0,0.5,0,,25
25-2-6,2,6,,Libre,330000,42900000,0.5,21450000,,25
25-2-7,2,7,,Vendido,,0,0.5,0,,25
25-2-8,2,8,,Vendido,,0,0.5,0,,25
25-2-9,2,9,,Vendido,,0,0.5,0,,25
25-2-10,2,10,,Vendido,,0,0.5,0,,25
25-2-11,2,11,,Vendido,,0,0.5,0,,25
25-2-12,2,12,,Vendido,,0,0.5,0,,25
25-2-13,2,13,,Vendido,,0,0.5,0,,25
"026-RESIDENCIAL VILLA VERDE
",,,,,,,,,,
26-1-1,1,1,382,Vendido,,0,0.5,0,,26
26-1-2,1,2,486,Vendido,,0,0.5,0,,26
26-1-3,1,3,361,Libre,550000,71500000,0.5,35750000,,26
26-1-4,1,4,361,Vendido,,0,0.5,0,,26
26-1-5,1,5,361,Vendido,,0,0.5,0,,26
26-1-6,1,6,361,Vendido,,0,0.5,0,,26
26-1-7,1,7,361,Vendido,,0,0.5,0,,26
26-1-8,1,8,377,Libre,600000,78000000,0.5,39000000,,26
