ID,Manzana,Lote,Superficie,Estado,Cuota,Total,Descuento,Contado,Entrega ,
"001-RESIDENCIAL ALTO PARAISO
",,,,,,,,,,
8-3-6,3,6,439.2,Libre,495000,64350000,0.3,45045000,,8
8-3-7,3,7,360.14,Libre,495000,64350000,0.3,45045000,,8
8-3-8,3,8,362.68,Libre,460000,59800000,0.3,41860000,,8
8-3-9,3,9,368.67,Libre,460000,59800000,0.3,41860000,,8
8-3-10,3,10,365.72,Libre,495000,64350000,0.3,45045000,,8
8-3-11,3,11,,Vendido,,0,0.3,0,,8
8-3-12,3,12,420.18,Libre,460000,59800000,0.3,41860000,,8
8-3-13,3,13,,Vendido,,0,0.3,0,,8
8-3-14,3,14,,Cancelado,,0,0.3,0,,8
8-3-15,3,15,,Vendido,,0,0.3,0,,8
8-3-16,3,16,392.34,Libre,520000,67600000,0.3,47320000,,8
8-3-17,3,17,385.56,Libre,460000,59800000,0.3,41860000,,8
8-3-18,3,18,,Vendido,,0,0.3,0,,8
8-4-1,4,1,377.65,Libre,520000,67600000,0.3,47320000,,8
8-4-2,4,2,360,Libre,460000,59800000,0.3,41860000,,8
8-4-3,4,3,360,Libre,460000,59800000,0.3,41860000,,8
8-4-4,4,4,360,Libre,460000,59800000,0.3,41860000,,8
8-4-5,4,5,,Vendido,,0,0.3,0,,8
8-4-6,4,6,,Vendido,,0,0.3,0,,8
8-4-7,4,7,,Libre,460000,59800000,0.3,41860000,,8
8-4-8,4,8,,Libre,460000,59800000,0.3,41860000,,8
8-4-9,4,9,,Libre,460000,59800000,0.3,41860000,,8
8-4-10,4,10,,Libre,460000,59800000,0.3,41860000,,8
8-4-11,4,11,,Libre,460000,59800000,0.3,41860000,,8
8-4-12,4,12,,Libre,460000,59800000,0.3,41860000,,8
8-4-13,4,13,,Libre,520000,67600000,0.3,47320000,,8
8-4-14,4,14,,Vendido,,0,0.3,0,,8
8-4-15,4,15,,Libre,460000,59800000,0.3,41860000,,8
8-4-16,4,16,,Libre,460000,59800000,0.3,41860000,,8
8-4-17,4,17,,Libre,460000,59800000,0.3,41860000,,8
8-4-18,4,18,,Libre,460000,59800000,0.3,41860000,,8
8-4-19,4,19,,Libre,460000,59800000,0.3,41860000,,8
8-4-20,4,20,,Libre,460000,59800000,0.3,41860000,,8
8-4-21,4,21,,Vendido,,0,0.3,0,,8
8-4-22,4,22,,Vendido,,0,0.3,0,,8
8-4-23,4,23,,Libre,460000,59800000,0.3,41860000,,8
8-4-24,4,24,,Libre,460000,59800000,0.3,41860000,,8
8-4-25,4,25,,Libre,460000,59800000,0.3,41860000,,8
8-4-26,4,26,,Libre,520000,67600000,0.3,47320000,,8
8-4-27,4,27,,Libre,495000,64350000,0.3,45045000,,8
8-4-28,4,28,,Libre,495000,64350000,0.3,45045000,,8
8-5-1,5,1,,Libre,495000,64350000,0.3,45045000,,8
8-5-2,5,2,,Libre,495000,64350000,0.3,45045000,,8
8-5-3,5,3,,Libre,480000,62400000,0.3,43680000,,8
8-5-4,5,4,,Libre,470000,61100000,0.3,42770000,,8
8-5-5,5,5,,Libre,460000,59800000,0.3,41860000,,8
8-5-6,5,6,,Libre,460000,59800000,0.3,41860000,,8
8-5-7,5,7,,Libre,460000,59800000,0.3,41860000,,8
8-5-8,5,8,,Libre,460000,59800000,0.3,41860000,,8
8-5-9,5,9,,Vendido,,0,0.3,0,,8
8-5-10,5,10,,Libre,700000,91000000,0.3,63699999.99999999,,8
8-5-11,5,11,,Libre,520000,67600000,0.3,47320000,,8
8-5-12,5,12,,Libre,495000,64350000,0.3,45045000,,8
8-6-1,6,1,,Libre,700000,91000000,0.3,63699999.99999999,,8
8-6-2,6,2,,Vendido,,0,0.3,0,,8
8-6-3,6,3,,Libre,640000,83200000,0.3,58240000,,8
8-6-4,6,4,,Vendido,,0,0.3,0,,8
8-6-5,6,5,,Vendido,,0,0.3,0,,8
8-6-6,6,6,,Cancelado,,0,0.3,0,,8
8-6-7,6,7,,Vendido,,0,0.3,0,,8
8-6-8,6,8,,Vendido,,0,0.3,0,,8
8-6-9,6,9,,Libre,580000,75400000,0.3,52780000,,8
8-6-10,6,10,,Libre,520000,67600000,0.3,47320000,,8
8-6-11,6,11,,Libre,520000,67600000,0.3,47320000,,8
8-6-12,6,12,,Libre,520000,67600000,0.3,47320000,,8
8-6-13,6,13,,Vendido,520000,67600000,0.3,47320000,,8
8-6-14,6,14,,Vendido,,0,0.3,0,,8
8-7-1,7,1,,Reserva de propietario,,0,0.3,0,,8
8-7-2,7,2,,Reserva de propietario,,0,0.3,0,,8
8-7-3,7,3,,Reserva de propietario,,0,0.3,0,,8
8-7-4,7,4,,Reserva de propietario,,0,0.3,0,,8
8-7-5,7,5,,Reserva de propietario,,0,0.3,0,,8
8-7-6,7,6,,Reserva de propietario,,0,0.3,0,,8
8-7-7,7,7,,Vendido,,0,0.3,0,,8
8-7-8,7,8,,Vendido,,0,0.3,0,,8
8-7-9,7,9,,Reserva de propietario,,0,0.3,0,,8
8-7-10,7,10,,Reserva de propietario,,0,0.3,0,,8
8-7-11,7,11,,Reserva de propietario,,0,0.3,0,,8
8-7-12,7,12,,Reserva de propietario,,0,0.3,0,,8
8-8-1,8,1,,Vendido,,0,0.3,0,,8
8-8-2,8,2,,Vendido,,0,0.3,0,,8
8-8-3,8,3,,Libre,615000,79950000,0.3,55965000,,8
8-8-4,8,4,,Vendido,,0,0.3,0,,8
8-8-5,8,5,,Libre,610000,79300000,0.3,55510000,,8
8-8-6,8,6,,Libre,615000,79950000,0.3,55965000,,8
8-8-7,8,7,,Libre,620000,80600000,0.3,56420000,,8
8-8-8,8,8,,Libre,620000,80600000,0.3,56420000,,8
8-8-9,8,9,,Libre,615000,79950000,0.3,55965000,,8
8-8-10,8,10,,Vendido,,0,0.3,0,,8
8-8-11,8,11,,Vendido,,0,0.3,0,,8
8-8-12,8,12,,Vendido,,0,0.3,0,,8
8-8-13,8,13,,Libre,500000,65000000,0.3,45500000,,8
8-8-14,8,14,,Libre,495000,64350000,0.3,45045000,,8
8-8-15,8,15,,Libre,495000,64350000,0.3,45045000,,8
8-8-16,8,16,,Libre,495000,64350000,0.3,45045000,,8
8-8-17,8,17,,Libre,495000,64350000,0.3,45045000,,8
"009-RESIDENCIAL LA MANSION
",,,,,,,,,,
9-1-1,1,1,,Vendido,,0,0.5,0,,9
9-1-2,1,2,,Libre,850000,110500000,0.5,55250000,,9
9-1-3,1,3,,Libre,850000,110500000,0.5,55250000,,9
9-1-4,1,4,,Libre,850000,110500000,0.5,55250000,,9
9-1-5,1,5,,Reserva de propietario,,0,0.5,0,,9
9-2-1,2,1,,Reserva de propietario,,0,0.5,0,,9
9-2-2,2,2,,Reserva de propietario,,0,0.5,0,,9
9-2-3,2,3,,Reserva de propietario,,0,0.5,0,,9
9-2-4,2,4,,Reserva de propietario,,0,0.5,0,,9
9-2-5,2,5,,Vendido,,0,0.5,0,,9
9-2-6,2,6,,Vendido,,0,0.5,0,,9
9-2-7,2,7,,Libre,900000,117000000,0.5,58500000,,9
9-2-8,2,8,,Reserva de propietario,,0,0.5,0,,9
9-2-9,2,9,,Vendido,,0,0.5,0,,9
9-2-10,2,10,,Libre,800000,104000000,0.5,52000000,,9
9-2-11,2,11,,Vendido,,0,0.5,0,,9
9-2-12,2,12,,Libre,800000,104000000,0.5,52000000,,9
9-2-13,2,13,,Reserva de propietario,,0,0.5,0,,9
9-2-14,2,14,,Reserva de propietario,,0,0.5,0,,9
"010-RESIDENCIAL ALTOS DEL MONTE I
",,,,,,,,,,
10-1-1,1,1,,Vendido,,0,0.5,0,,10
10-1-2,1,2,,Vendido,,0,0.5,0,,10
10-1-3,1,3,,Vendido,,0,0.5,0,,10
10-1-4,1,4,,Vendido,,0,0.5,0,,10
10-1-5,1,5,,Vendido,,0,0.5,0,,10
10-1-6,1,6,,Vendido,,0,0.5,0,,10
10-1-7,1,7,,Vendido,,0,0.5,0,,10
10-2-1,2,1,,Vendido,,0,0.5,0,,10
10-2-2,2,2,,Vendido,,0,0.5,0,,10
10-2-3,2,3,,Vendido,,0,0.5,0,,10
10-2-4,2,4,,Vendido,,0,0.5,0,,10
10-2-5,2,5,,Vendido,,0,0.5,0,,10
10-2-6,2,6,,Vendido,,0,0.5,0,,10
10-2-7,2,7,,Vendido,,0,0.5,0,,10
10-2-8,2,8,,Vendido,,0,0.5,0,,10
10-2-9,2,9,,Vendido,,0,0.5,0,,10
10-2-10,2,10,,Vendido,,0,0.5,0,,10
"011-RESIDENCIAL ALTOS DEL MONTE II
",,,,,,,,,,
11-1-1,1,1,,Vendido,,0,0.5,0,,11
11-1-2,1,2,,Vendido,,0,0.5,0,,11
11-1-3,1,3,,Vendido,,0,0.5,0,,11
11-1-4,1,4,,Vendido,,0,0.5,0,,11
11-1-5,1,5,,Vendido,,0,0.5,0,,11
11-1-6,1,6,,Vendido,,0,0.5,0,,11
11-2-1,2,1,,Vendido,,0,0.5,0,,11
11-2-2,2,2,,Vendido,,0,0.5,0,,11
11-2-3,2,3,,Vendido,,0,0.5,0,,11
11-2-4,2,4,,Vendido,630000,81900000,0.5,40950000,,11
11-2-5,2,5,,Vendido,,0,0.5,0,,11
11-2-6,2,6,,Vendido,,0,0.5,0,,11
11-2-7,2,7,,Vendido,,0,0.5,0,,11
11-2-8,2,8,,Vendido,,0,0.5,0,,11
11-2-9,2,9,,Vendido,,0,0.5,0,,11
11-2-10,2,10,,Vendido,,0,0.5,0,,11
11-2-11,2,11,,Vendido,,0,0.5,0,,11
11-2-12,2,12,,Vendido,,0,0.5,0,,11
"013-RESIDENCIAL NUEVO AMANECER I
",,,,,,,,,,
13-1-1,1,1,,Vendido,,0,0.5,0,,13
13-1-2,1,2,,Vendido,,0,0.5,0,,13
13-1-3,1,3,,Vendido,,0,0.5,0,,13
13-1-4,1,4,,Vendido,,0,0.5,0,,13
13-1-5,1,5,,Vendido,,0,0.5,0,,13
13-1-6,1,6,,Vendido,900000,117000000,0.5,58500000,,13
13-2-1,2,1,,Vendido,,0,0.5,0,,13
13-2-2,2,2,,Vendido,,0,0.5,0,,13
13-2-3,2,3,,Vendido,,0,0.5,0,,13
13-2-4,2,4,,Vendido,,0,0.5,0,,13
13-2-5,2,5,,Vendido,,0,0.5,0,,13
"014-RESIDENCIALSIERRA VERDE
",,,,,,,,,,
14-1-1,1,1,,Vendido,,0,0.5,0,,14
14-1-2,1,2,,Vendido,,0,0.5,0,,14
14-1-3,1,3,,Vendido,,0,0.5,0,,14
14-1-4,1,4,,Vendido,,0,0.5,0,,14
14-1-5,1,5,,Vendido,,0,0.5,0,,14
14-1-6,1,6,,Vendido,,0,0.5,0,,14
14-1-7,1,7,,Vendido,,0,0.5,0,,14
14-1-8,1,8,,Vendido,,0,0.5,0,,14
14-1-9,1,9,,Vendido,,0,0.5,0,,14
14-1-10,1,10,360,Vendido,,0,0.5,0,,14
14-1-11,1,11,360,Vendido,,0,0.5,0,,14
14-1-12,1,12,360,Vendido,,0,0.5,0,,14
14-1-13,1,13,360,Vendido,,0,0.5,0,,14
14-1-14,1,14,,Vendido,,0,0.5,0,,14
14-1-15,1,15,,Vendido,,0,0.5,0,,14
14-1-16,1,16,,Vendido,,0,0.5,0,,14
14-1-17,1,17,,Vendido,,0,0.5,0,,14
14-1-18,1,18,,Vendido,,0,0.5,0,,14
14-1-19,1,19,,Vendido,,0,0.5,0,,14
14-1-20,1,20,,Vendido,,0,0.5,0,,14
14-1-21,1,21,,Vendido,,0,0.5,0,,14
14-1-22,1,22,,Vendido,,0,0.5,0,,14
14-1-23,1,23,,Vendido,,0,0.5,0,,14
14-1-24,1,24,,Vendido,,0,0.5,0,,14
14-1-25,1,25,,Vendido,,0,0.5,0,,14
14-1-26,1,26,,Vendido,,0,0.5,0,,14
14-1-27,1,27,,Vendido,,0,0.5,0,,14
14-1-28,1,28,,Vendido,,0,0.5,0,,14
14-1-29,1,29,,Vendido,,0,0.5,0,,14
14-2-1,2,1,,Vendido,,0,0.5,0,,14
14-2-2,2,2,,Vendido,,0,0.5,0,,14
14-2-3,2,3,,Vendido,,0,0.5,0,,14
14-2-4,2,4,,Vendido,,0,0.5,0,,14
14-2-5,2,5,,Vendido,,0,0.5,0,,14
14-2-6,2,6,,Vendido,,0,0.5,0,,14
14-2-7,2,7,,Vendido,,0,0.5,0,,14
14-2-8,2,8,,Vendido,,0,0.5,0,,14
14-2-9,2,9,,Vendido,,0,0.5,0,,14
14-2-10,2,10,,Vendido,,0,0.5,0,,14
14-2-11,2,11,,Vendido,,0,0.5,0,,14
14-2-12,2,12,,Vendido,,0,0.5,0,,14
14-2-13,2,13,,Cancelado,,0,0.5,0,,14
14-2-14,2,14,,Vendido,,0,0.5,0,,14
14-2-15,2,15,360,Vendido,,0,0.5,0,,14
14-2-16,2,16,360,Vendido,,0,0.5,0,,14
14-2-17,2,17,,Vendido,,0,0.5,0,,14
14-2-18,2,18,360,Vendido,,0,0.5,0,,14
14-2-19,2,19,,Vendido,,0,0.5,0,,14
14-2-20,2,20,,Vendido,,0,0.5,0,,14
14-2-21,2,21,,Vendido,,0,0.5,0,,14
14-2-22,2,22,,Vendido,,0,0.5,0,,14
14-2-23,2,23,,Vendido,,0,0.5,0,,14
14-2-24,2,24,,Vendido,,0,0.5,0,,14
14-2-25,2,25,,Vendido,,0,0.5,0,,14
14-2-26,2,26,,Vendido,,0,0.5,0,,14
14-2-27,2,27,360,Vendido,,0,0.5,0,,14
14-2-28,2,28,,Vendido,,0,0.5,0,,14
14-2-29,2,29,,Vendido,,0,0.5,0,,14
14-2-30,2,30,,Vendido,,0,0.5,0,,14
14-3-1,3,1,,Anulado,,0,0.5,0,,14
14-3-2,3,2,,Anulado,,0,0.5,0,,14
14-3-3,3,3,,Anulado,,0,0.5,0,,14
14-3-4,3,4,,Vendido,,0,0.5,0,,14
14-3-5,3,5,,Vendido,,0,0.5,0,,14
14-3-6,3,6,,Vendido,,0,0.5,0,,14
14-3-7,3,7,,Vendido,,0,0.5,0,,14
14-3-8,3,8,360,Vendido,,0,0.5,0,,14
14-4-1,4,1,,Plaza,,0,,,,
14-5-1,5,1,,Vendido,,0,0.5,0,,14
14-5-2,5,2,,Vendido,,0,0.5,0,,14
14-5-3,5,3,,Vendido,,0,0.5,0,,14
14-5-4,5,4,,Vendido,,0,0.5,0,,14
14-5-5,5,5,,Cancelado,,0,0.5,0,,14
14-5-6,5,6,,Vendido,,0,0.5,0,,14
14-5-7,5,7,,Cancelado,,0,0.5,0,,14
14-5-8,5,8,,Vendido,,0,0.5,0,,14
14-5-9,5,9,,Vendido,600000,78000000,0.5,39000000,,14
14-5-10,5,10,,Vendido,,0,0.5,0,,14
14-5-11,5,11,,Vendido,,0,0.5,0,,14
14-6-1,6,1,,Cancelado,,0,0.5,0,,14
14-6-2,6,2,,Vendido,,0,0.5,0,,14
14-6-3,6,3,,Anulado,,0,0.5,0,,14
14-6-4,6,4,,Vendido,,0,0.5,0,,14
14-6-5,6,5,,Vendido,,0,0.5,0,,14
14-6-6,6,6,,Vendido,,0,0.5,0,,14
14-6-7,6,7,,Cancelado,,0,0.5,0,,14
14-6-8,6,8,,Vendido,,0,0.5,0,,14
14-6-9,6,9,360,Vendido,,0,0.5,0,,14
14-6-10,6,10,,Vendido,,0,0.5,0,,14
14-6-11,6,11,,Vendido,,0,0.5,0,,14
14-6-12,6,12,,Vendido,,0,0.5,0,,14
14-6-13,6,13,,Vendido,,0,0.5,0,,14
14-6-14,6,14,,Vendido,,0,0.5,0,,14
14-6-15,6,15,,Vendido,,0,0.5,0,,14
14-6-16,6,16,,Vendido,,0,0.5,0,,14
14-6-17,6,17,,Vendido,,0,0.5,0,,14
14-6-18,6,18,,Vendido,,0,0.5,0,,14
14-6-19,6,19,,Vendido,,0,0.5,0,,14
14-6-20,6,20,,Cancelado,,0,0.5,0,,14
14-6-21,6,21,,Cancelado,,0,0.5,0,,14
14-6-22,6,22,,Vendido,,0,0.5,0,,14
14-6-23,6,23,,Vendido,,0,0.5,0,,14
14-6-24,6,24,,Vendido,,0,0.5,0,,14
14-6-25,6,25,,Vendido,,0,0.5,0,,14
14-6-26,6,26,,Cancelado,,0,0.5,0,,14
14-6-27,6,27,,Vendido,,0,0.5,0,,14
14-6-28,6,28,,Vendido,,0,0.5,0,,14
14-6-29,6,29,,Vendido,,0,0.5,0,,14
14-6-30,6,30,,Vendido,,0,0.5,0,,14
14-6-31,6,31,,Cancelado,,0,0.5,0,,14
14-6-32,6,32,,Vendido,,0,0.5,0,,14
14-6-33,6,33,,Vendido,,0,0.5,0,,14
14-7-1,7,1,,Cancelado,,0,0.5,0,,14
14-7-2,7,2,,Vendido,,0,0.5,0,,14
14-7-3,7,3,,Vendido,,0,0.5,0,,14
14-7-4,7,4,,Vendido,,0,0.5,0,,14
14-7-5,7,5,,Vendido,,0,0.5,0,,14
14-7-6,7,6,,Vendido,,0,0.5,0,,14
14-7-7,7,7,,Vendido,,0,0.5,0,,14
14-7-8,7,8,,Cancelado,,0,0.5,0,,14
14-7-9,7,9,,Vendido,,0,0.5,0,,14
14-7-10,7,10,,Vendido,,0,0.5,0,,14
14-7-11,7,11,,Vendido,,0,0.5,0,,14
14-7-12,7,12,,Vendido,,0,0.5,0,,14
14-7-13,7,13,,Vendido,,0,0.5,0,,14
14-7-14,7,14,,Vendido,,0,0.5,0,,14
14-7-15,7,15,,Vendido,,0,0.5,0,,14
14-7-16,7,16,,Vendido,,0,0.5,0,,14
14-7-17,7,17,,Vendido,,0,0.5,0,,14
14-7-18,7,18,,Vendido,,0,0.5,0,,14
14-7-19,7,19,,Vendido,,0,0.5,0,,14
14-7-20,7,20,,Vendido,,0,0.5,0,,14
14-7-21,7,21,,Vendido,,0,0.5,0,,14
14-7-22,7,22,,Vendido,,0,0.5,0,,14
14-7-23,7,23,,Vendido,,0,0.5,0,,14
14-7-24,7,24,,Vendido,,0,0.5,0,,14
14-7-25,7,25,,Vendido,,0,0.5,0,,14
14-7-26,7,26,,Vendido,,0,0.5,0,,14
14-7-27,7,27,,Vendido,,0,0.5,0,,14
14-7-28,7,28,,Vendido,,0,0.5,0,,14
14-7-29,7,29,,Vendido,,0,0.5,0,,14
14-7-30,7,30,,Vendido,,0,0.5,0,,14
14-7-31,7,31,,Vendido,,0,0.5,0,,14
14-8-1,8,1,,Cancelado,,0,0.5,0,,14
14-8-2,8,2,,Cancelado,,0,0.5,0,,14
14-8-3,8,3,,Cancelado,,0,0.5,0,,14
14-8-4,8,4,,Vendido,,0,0.5,0,,14
14-8-5,8,5,,Vendido,,0,0.5,0,,14
14-8-6,8,6,,Vendido,,0,0.5,0,,14
14-8-7,8,7,,Vendido,,0,0.5,0,,14
14-8-8,8,8,,Vendido,,0,0.5,0,,14
14-8-9,8,9,,Vendido,,0,0.5,0,,14
14-8-10,8,10,,Vendido,,0,0.5,0,,14
14-8-11,8,11,,Vendido,,0,0.5,0,,14
14-8-12,8,12,,Vendido,,0,0.5,0,,14
14-8-13,8,13,,Vendido,,0,0.5,0,,14
14-8-14,8,14,,Vendido,,0,0.5,0,,14
14-8-15,8,15,,Vendido,,0,0.5,0,,14
14-8-16,8,16,,Vendido,,0,0.5,0,,14
14-8-17,8,17,,Vendido,,0,0.5,0,,14
14-8-18,8,18,,Vendido,,0,0.5,0,,14
14-8-19,8,19,,Vendido,,0,0.5,0,,14
14-8-20,8,20,,Vendido,,0,0.5,0,,14
14-8-21,8,21,,Vendido,,0,0.5,0,,14
14-8-22,8,22,360,Vendido,,0,0.5,0,,14
14-8-23,8,23,360,Vendido,,0,0.5,0,,14
14-8-24,8,24,,Vendido,,0,0.5,0,,14
14-8-25,8,25,,Vendido,,0,0.5,0,,14
14-8-26,8,26,,Vendido,,0,0.5,0,,14
14-8-27,8,27,,Vendido,,0,0.5,0,,14
14-8-28,8,28,,Vendido,,0,0.5,0,,14
14-8-29,8,29,,Vendido,,0,0.5,0,,14
14-8-30,8,30,,Vendido,,0,0.5,0,,14
14-9-1,9,1,,Vendido,,0,0.5,0,,14
14-9-2,9,2,,Vendido,,0,0.5,0,,14
14-9-3,9,3,,Vendido,,0,0.5,0,,14
14-9-4,9,4,,Cancelado,,0,0.5,0,,14
14-9-5,9,5,,Vendido,,0,0.5,0,,14
14-9-6,9,6,,Vendido,,0,0.5,0,,14
14-9-7,9,7,,Vendido,,0,0.5,0,,14
14-9-8,9,8,,Vendido,,0,0.5,0,,14
14-9-9,9,9,,Vendido,,0,0.5,0,,14
14-9-10,9,10,,Vendido,,0,0.5,0,,14
14-9-11,9,11,,Vendido,,0,0.5,0,,14
14-9-12,9,12,,Vendido,,0,0.5,0,,14
14-9-13,9,13,,Vendido,,0,0.5,0,,14
14-9-14,9,14,,Vendido,,0,0.5,0,,14
14-9-15,9,15,,Vendido,,0,0.5,0,,14
14-9-16,9,16,,Vendido,,0,0.5,0,,14
14-9-17,9,17,,Vendido,,0,0.5,0,,14
14-9-18,9,18,,Vendido,,0,0.5,0,,14
14-9-19,9,19,,Vendido,,0,0.5,0,,14
14-9-20,9,20,,Vendido,,0,0.5,0,,14
14-9-21,9,21,,Vendido,,0,0.5,0,,14
14-9-22,9,22,,Vendido,,0,0.5,0,,14
14-9-23,9,23,,Cancelado,,0,0.5,0,,14
14-9-24,9,24,360,Cancelado,,0,0.5,0,,14
14-9-25,9,25,,Vendido,,0,0.5,0,,14
14-9-26,9,26,,Vendido,,0,0.5,0,,14
14-9-27,9,27,,Vendido,,0,0.5,0,,14
14-9-28,9,28,,Vendido,,0,0.5,0,,14
14-9-29,9,29,,Vendido,,0,0.5,0,,14
14-9-30,9,30,,Vendido,,0,0.5,0,,14
"015-RESIDENCIAL BRISAS DEL SUR
",,,,,,,,,,
15-1-1,1,1,,Plaza,,0,0.5,0,,15
15-1-2,1,2,,Edificio Publico,,0,0.5,0,,15
15-2-1,2,1,,Libre,500000,65000000,0.5,32500000,,15
15-2-2,2,2,,Libre,550000,71500000,0.5,35750000,,15
15-2-3,2,3,,Libre,550000,71500000,0.5,35750000,,15
15-2-4,2,4,,Libre,500000,65000000,0.5,32500000,,15
15-2-5,2,5,,Libre,500000,65000000,0.5,32500000,,15
15-2-6,2,6,,Libre,550000,71500000,0.5,35750000,,15
15-2-7,2,7,,Libre,580000,75400000,0.5,37700000,,15
15-2-8,2,8,,Libre,500000,65000000,0.5,32500000,,15
15-2-9,2,9,,Vendido,,0,0.5,0,,15
15-2-10,2,10,,Libre,450000,58500000,0.5,29250000,,15
15-2-11,2,11,,Libre,450000,58500000,0.5,29250000,,15
15-2-12,2,12,,Libre,500000,65000000,0.5,32500000,,15
15-2-13,2,13,,Libre,450000,58500000,0.5,29250000,,15
15-3-1,3,1,,Libre,650000,84500000,0.5,42250000,,15
15-3-2,3,2,,Libre,600000,78000000,0.5,39000000,,15
15-3-3,3,3,,Libre,600000,78000000,0.5,39000000,,15
15-3-4,3,4,,Libre,600000,78000000,0.5,39000000,,15
15-3-5,3,5,,Libre,630000,81900000,0.5,40950000,,15
15-3-6,3,6,,Libre,630000,81900000,0.5,40950000,,15
15-3-7,3,7,,Libre,630000,81900000,0.5,40950000,,15
15-3-8,3,8,,Libre,630000,81900000,0.5,40950000,,15
15-3-9,3,9,,Cancelado,,0,0.5,0,,15
15-3-10,3,10,,Cancelado,,0,0.5,0,,15
15-3-11,3,11,,Libre,580000,75400000,0.5,37700000,,15
15-3-12,3,12,,Libre,580000,75400000,0.5,37700000,,15
15-3-13,3,13,,Libre,580000,75400000,0.5,37700000,,15
15-3-14,3,14,,Libre,580000,75400000,0.5,37700000,,15
15-4-1,4,1,,Libre,650000,84500000,0.5,42250000,,15
15-4-2,4,2,,Libre,650000,84500000,0.5,42250000,,15
15-4-3,4,3,,Libre,650000,84500000,0.5,42250000,,15
15-4-4,4,4,,Cancelado,,0,0.5,0,,15
15-4-5,4,5,,Libre,650000,84500000,0.5,42250000,,15
15-4-6,4,6,,Libre,650000,84500000,0.5,42250000,,15
15-4-7,4,7,,Libre,650000,84500000,0.5,42250000,,15
15-4-8,4,8,,Libre,650000,84500000,0.5,42250000,,15
15-4-9,4,9,,Libre,600000,78000000,0.5,39000000,,15
15-4-10,4,10,,Libre,600000,78000000,0.5,39000000,,15
15-4-11,4,11,,Libre,650000,84500000,0.5,42250000,,15
15-4-12,4,12,,Libre,650000,84500000,0.5,42250000,,15
15-5-1,5,1,,Libre,700000,91000000,0.5,45500000,,15
15-5-2,5,2,,Libre,700000,91000000,0.5,45500000,,15
15-5-3,5,3,,Vendido,,0,0.5,0,,15
15-5-4,5,4,,Vendido,,0,0.5,0,,15
15-5-5,5,5,,Vendido,,0,0.5,0,,15
15-5-6,5,6,,Libre,750000,97500000,0.5,48750000,,15
15-5-7,5,7,,Reserva de propietario,,0,0.5,0,,15
15-5-8,5,8,,Reserva de propietario,,0,0.5,0,,15
15-5-9,5,9,,Reserva de propietario,,0,0.5,0,,15
15-5-10,5,10,,Cancelado,,0,0.5,0,,15
15-5-11,5,11,,Libre,680000,88400000,0.5,44200000,,15
"016-RESIDENCIAL COSTA ARENA
",,,,,,,,,,
16-1-1,1,1,,Anulado,,0,,,,
16-2-1,2,1,,Vendido,,0,0.5,0,,16
16-2-2,2,2,,Vendido,,0,0.5,0,,16
16-2-3,2,3,,Vendido,,0,0.5,0,,16
16-2-4,2,4,,Vendido,,0,0.5,0,,16
16-2-5,2,5,,Vendido,,0,0.5,0,,16
16-2-6,2,6,,Vendido,,0,0.5,0,,16
16-2-7,2,7,,Vendido,,0,0.5,0,,16
16-2-8,2,8,,Vendido,,0,0.5,0,,16
16-2-9,2,9,,Vendido,,0,0.5,0,,16
16-2-10,2,10,,Vendido,,0,0.5,0,,16
16-2-11,2,11,,Vendido,,0,0.5,0,,16
16-2-12,2,12,,Vendido,,0,0.5,0,,16
16-3-1,3,1,,Vendido,550000,71500000,0.5,35750000,,16
16-3-2,3,2,,Vendido,,0,0.5,0,,16
16-3-3,3,3,,Vendido,,0,0.5,0,,16
16-3-4,3,4,,Vendido,,0,0.5,0,,16
16-3-5,3,5,,Vendido,,0,0.5,0,,16
16-3-6,3,6,,Vendido,600000,78000000,0.5,39000000,,16
16-3-7,3,7,,Vendido,600000,78000000,0.5,39000000,,16
16-3-8,3,8,,Vendido,,0,0.5,0,,16
16-3-9,3,9,,Vendido,,0,0.5,0,,16
16-3-10,3,10,,Vendido,,0,0.5,0,,16
16-3-11,3,11,,Vendido,,0,0.5,0,,16
16-3-12,3,12,,Vendido,,0,0.5,0,,16
16-4-1,4,1,,Vendido,,0,0.5,0,,16
16-4-2,4,2,,Vendido,,0,0.5,0,,16
16-4-3,4,3,,Vendido,,0,0.5,0,,16
16-4-4,4,4,,Vendido,,0,0.5,0,,16
16-4-5,4,5,,Vendido,,0,0.5,0,,16
16-4-6,4,6,,Vendido,,0,0.5,0,,16
16-4-7,4,7,,Vendido,,0,0.5,0,,16
16-4-8,4,8,,Vendido,,0,0.5,0,,16
16-4-9,4,9,,Vendido,,0,0.5,0,,16
16-4-10,4,10,,Vendido,,0,0.5,0,,16
16-4-11,4,11,,Vendido,,0,0.5,0,,16
16-4-12,4,12,,Vendido,,0,0.5,0,,16
16-5-1,5,1,,Vendido,,0,0.5,0,,16
16-5-2,5,2,,Vendido,,0,0.5,0,,16
16-5-3,5,3,,Vendido,,0,0.5,0,,16
16-5-4,5,4,,Vendido,,0,0.5,0,,16
16-5-5,5,5,,Vendido,,0,0.5,0,,16
16-5-6,5,6,,Cancelado,,0,0.5,0,,16
16-5-7,5,7,,Vendido,,0,0.5,0,,16
16-5-8,5,8,,Vendido,,0,0.5,0,,16
16-5-9,5,9,,Vendido,,0,0.5,0,,16
16-5-10,5,10,,Vendido,,0,0.5,0,,16
